Location_ID,Name,Class,Type,CD,Region,Slug,Latitude,Longitude,CoordSrc,Population_2021,PopSrc,SEO_Score,Defer_Reason
"MB-UNP-marco","Marco",COMMUNITY,"Unincorporated Community",16,Parkland,marco,50.72806,-100.59972,CGN,,"",33.8,"no grounded population"
"MB-UNP-mcmunn","McMunn",COMMUNITY,"Community",01,Eastman,mcmunn,49.63056,-95.70250,CGN,,"",33.8,"no grounded population"
"MB-UNP-neuenberg","Neuenberg",COMMUNITY,"Community",03,Pembina Valley,neuenberg,49.08944,-97.90778,CGN,,"",33.8,"no grounded population"
"MB-UNP-neuhorst","Neuhorst",COMMUNITY,"Community",03,Pembina Valley,neuhorst,49.00750,-97.74000,CGN,,"",33.8,"no grounded population"
"MB-UNP-nutimik-lake","Nutimik Lake",COMMUNITY,"Unincorporated Community",01,Eastman,nutimik-lake,50.14750,-95.69139,CGN,,"",33.8,"no grounded population"
"MB-UNP-pinawa-bay","Pinawa Bay",COMMUNITY,"Community",01,Eastman,pinawa-bay,50.32417,-95.79194,CGN,,"",33.8,"no grounded population"
"MB-UNP-schoenwiese","Schoenwiese",COMMUNITY,"Community",03,Pembina Valley,schoenwiese,49.03611,-97.82167,CGN,,"",33.8,"no grounded population"
"MB-UNP-silver","Silver",COMMUNITY,"Community",18,Interlake,silver,50.84583,-97.21750,CGN,,"",33.8,"no grounded population"
"MB-UNP-skylake","Skylake",COMMUNITY,"Unincorporated Community",18,Interlake,skylake,50.84694,-97.36611,CGN,,"",33.8,"no grounded population"
"MB-UNP-st-lupicin","St. Lupicin",COMMUNITY,"Unincorporated Community",04,Pembina Valley,st-lupicin,49.45861,-98.47639,CGN,,"",33.8,"no grounded population"
"MB-UNP-sundown","Sundown",COMMUNITY,"Community",01,Eastman,sundown,49.10361,-96.26667,CGN,,"",33.8,"no grounded population"
"MB-UNP-sunset-bay","Sunset Bay",COMMUNITY,"Unincorporated Community",01,Eastman,sunset-bay,50.34083,-95.80500,CGN,,"",33.8,"no grounded population"
"MB-UNP-sunville","Sunville",COMMUNITY,"Unincorporated Community",17,Parkland,sunville,50.67111,-99.18444,CGN,,"",33.8,"no grounded population"
"MB-UNP-valhalla","Valhalla",COMMUNITY,"Unincorporated Community",18,Interlake,valhalla,50.83500,-96.95000,CGN,,"",33.8,"no grounded population"
"MB-UNP-wood-bay","Wood Bay",COMMUNITY,"Unincorporated Community",04,Pembina Valley,wood-bay,49.25111,-98.81611,CGN,,"",33.8,"no grounded population"
"MB-4606029","Canupawakpa Dakota First Nation (Oak Lake 59)",CSD,"Indian Reserve",06,Westman,canupawakpa-dakota-first-nation-oak-lake-59,,,,322,"StatCan 98-10-0002",33.7,"no verified coordinates"
"MB-UNP-blumenfeld","Blumenfeld",COMMUNITY,"Community",03,Pembina Valley,blumenfeld,49.05028,-97.95889,CGN,,"",33.7,"no grounded population"
"MB-UNP-elva","Elva",COMMUNITY,"Community",05,Westman,elva,49.21611,-101.11528,CGN,,"",33.7,"no grounded population"
"MB-UNP-friedensfeld-west","Friedensfeld West",COMMUNITY,"Unincorporated Community",03,Pembina Valley,friedensfeld-west,49.05694,-97.93528,CGN,,"",33.7,"no grounded population"
"MB-UNP-langruth","Langruth",COMMUNITY,"Community",08,Central Plains,langruth,50.38528,-98.67417,CGN,,"",33.7,"no grounded population"
"MB-UNP-lone-spruce","Lone Spruce",COMMUNITY,"Unincorporated Community",08,Central Plains,lone-spruce,50.53556,-98.82222,CGN,,"",33.7,"no grounded population"
"MB-UNP-lundar","Lundar",COMMUNITY,"Local Urban District",18,Interlake,lundar,50.69556,-98.03083,CGN,,"",33.7,"no grounded population"
"MB-UNP-osterwick","Osterwick",COMMUNITY,"Community",03,Pembina Valley,osterwick,49.08833,-97.99556,CGN,,"",33.7,"no grounded population"
"MB-UNP-poplar-bay","Poplar Bay",COMMUNITY,"Unincorporated Community",01,Eastman,poplar-bay,50.37417,-95.78028,CGN,,"",33.7,"no grounded population"
"MB-UNP-reinland","Reinland",COMMUNITY,"Community",03,Pembina Valley,reinland,49.04167,-97.87139,CGN,,"",33.7,"no grounded population"
"MB-UNP-rosengart","Rosengart",COMMUNITY,"Community",03,Pembina Valley,rosengart,49.01917,-97.86056,CGN,,"",33.7,"no grounded population"
"MB-UNP-rossman-lake-south","Rossman Lake South",COMMUNITY,"Unincorporated Community",16,Parkland,rossman-lake-south,50.72917,-100.68917,CGN,,"",33.7,"no grounded population"
"MB-UNP-thornhill","Thornhill",COMMUNITY,"Community",03,Pembina Valley,thornhill,49.20028,-98.23167,CGN,,"",33.7,"no grounded population"
"MB-UNP-tilston","Tilston",COMMUNITY,"Community",05,Westman,tilston,49.39361,-101.31278,CGN,,"",33.7,"no grounded population"
"MB-UNP-wattsview","Wattsview",COMMUNITY,"Unincorporated Community",15,Westman,wattsview,50.37528,-101.22861,CGN,,"",33.7,"no grounded population"
"MB-UNP-altamont","Altamont",COMMUNITY,"Local Urban District",04,Pembina Valley,altamont,49.39861,-98.49722,CGN,,"",33.6,"no grounded population"
"MB-UNP-betula-lake","Betula Lake",COMMUNITY,"Unincorporated Community",01,Eastman,betula-lake,50.06833,-95.57861,CGN,,"",33.6,"no grounded population"
"MB-UNP-coulter","Coulter",COMMUNITY,"Community",05,Westman,coulter,49.09083,-100.98528,CGN,,"",33.6,"no grounded population"
"MB-UNP-east-braintree","East Braintree",COMMUNITY,"Community",01,Eastman,east-braintree,49.61944,-95.62333,CGN,,"",33.6,"no grounded population"
"MB-UNP-foxwarren","Foxwarren",COMMUNITY,"Community",16,Parkland,foxwarren,50.51722,-101.15139,CGN,,"",33.6,"no grounded population"
"MB-UNP-geyser","Geyser",COMMUNITY,"Unincorporated Community",18,Interlake,geyser,50.91944,-97.08611,CGN,,"",33.6,"no grounded population"
"MB-UNP-haskett","Haskett",COMMUNITY,"Community",03,Pembina Valley,haskett,49.01833,-97.97222,CGN,,"",33.6,"no grounded population"
"MB-UNP-hnausa","Hnausa",COMMUNITY,"Community",18,Interlake,hnausa,50.90500,-96.99556,CGN,,"",33.6,"no grounded population"
"MB-UNP-indigo","Indigo",COMMUNITY,"Unincorporated Community",01,Eastman,indigo,49.87750,-95.57139,CGN,,"",33.6,"no grounded population"
"MB-UNP-mcauley","McAuley",COMMUNITY,"Community",06,Westman,mcauley,50.26222,-101.38861,CGN,,"",33.6,"no grounded population"
"MB-UNP-rennie","Rennie",COMMUNITY,"Community",01,Eastman,rennie,49.85278,-95.55278,CGN,,"",33.6,"no grounded population"
"MB-UNP-rossman-lake-sunset-point","Rossman Lake Sunset Point",COMMUNITY,"Unincorporated Community",16,Parkland,rossman-lake-sunset-point,50.74056,-100.68917,CGN,,"",33.6,"no grounded population"
"MB-UNP-rossman-lake-west","Rossman Lake West",COMMUNITY,"Unincorporated Community",16,Parkland,rossman-lake-west,50.74444,-100.70417,CGN,,"",33.6,"no grounded population"
"MB-UNP-somme","Somme",COMMUNITY,"Unincorporated Community",01,Eastman,somme,49.03139,-96.32417,CGN,,"",33.6,"no grounded population"
"MB-UNP-st-leon","St. Leon",COMMUNITY,"Local Urban District",04,Pembina Valley,st-leon,49.36361,-98.58944,CGN,,"",33.6,"no grounded population"
"MB-UNP-suffren","Suffren",COMMUNITY,"Unincorporated Community",18,Interlake,suffren,50.81944,-97.83500,CGN,,"",33.6,"no grounded population"
"MB-UNP-badger","Badger",COMMUNITY,"Community",01,Eastman,badger,49.19028,-95.95917,CGN,,"",33.5,"no grounded population"
"MB-UNP-balaton-beach","Balaton Beach",COMMUNITY,"Unincorporated Community",18,Interlake,balaton-beach,50.94778,-96.95722,CGN,,"",33.5,"no grounded population"
"MB-UNP-binney","Binney",COMMUNITY,"Unincorporated Community",04,Pembina Valley,binney,49.26167,-98.59250,CGN,,"",33.5,"no grounded population"
"MB-UNP-birdtail","Birdtail",COMMUNITY,"Unincorporated Community",16,Parkland,birdtail,50.72694,-100.88639,CGN,,"",33.5,"no grounded population"
"MB-UNP-brereton-lake","Brereton Lake",COMMUNITY,"Unincorporated Community",01,Eastman,brereton-lake,49.91361,-95.52861,CGN,,"",33.5,"no grounded population"
"MB-UNP-cameron","Cameron",COMMUNITY,"Unincorporated Community",05,Westman,cameron,49.08083,-101.07694,CGN,,"",33.5,"no grounded population"
"MB-UNP-darlingford","Darlingford",COMMUNITY,"Local Urban District",04,Pembina Valley,darlingford,49.20389,-98.37806,CGN,,"",33.5,"no grounded population"
"MB-UNP-deerhorn","Deerhorn",COMMUNITY,"Community",18,Interlake,deerhorn,50.77972,-98.04083,CGN,,"",33.5,"no grounded population"
"MB-UNP-framnes","Framnes",COMMUNITY,"Unincorporated Community",18,Interlake,framnes,50.94028,-97.29944,CGN,,"",33.5,"no grounded population"
"MB-UNP-menisino","Menisino",COMMUNITY,"Unincorporated Community",01,Eastman,menisino,49.08806,-96.13583,CGN,,"",33.5,"no grounded population"
"MB-UNP-minnewakan","Minnewakan",COMMUNITY,"Unincorporated Community",18,Interlake,minnewakan,50.71500,-98.18167,CGN,,"",33.5,"no grounded population"
"MB-UNP-poplarfield","Poplarfield",COMMUNITY,"Community",18,Interlake,poplarfield,50.89083,-97.60694,CGN,,"",33.5,"no grounded population"
"MB-UNP-red-rock-lake","Red Rock Lake",COMMUNITY,"Unincorporated Community",01,Eastman,red-rock-lake,49.98694,-95.51944,CGN,,"",33.5,"no grounded population"
"MB-UNP-sirko","Sirko",COMMUNITY,"Unincorporated Community",01,Eastman,sirko,49.01556,-96.24611,CGN,,"",33.5,"no grounded population"
"MB-UNP-slave-falls","Slave Falls",COMMUNITY,"Unincorporated Community",01,Eastman,slave-falls,50.22778,-95.56444,CGN,,"",33.5,"no grounded population"
"MB-UNP-waywayseecappo","Waywayseecappo",COMMUNITY,"Community",16,Parkland,waywayseecappo,50.71806,-100.88111,CGN,,"",33.5,"no grounded population"
"MB-UNP-white-lake","White Lake",COMMUNITY,"Unincorporated Community",01,Eastman,white-lake,50.02944,-95.51361,CGN,,"",33.5,"no grounded population"
"MB-UNP-wye","Wye",COMMUNITY,"Unincorporated Community",01,Eastman,wye,49.62472,-95.56639,CGN,,"",33.5,"no grounded population"
"MB-4621034","Opaskwayak Cree Nation 21B",CSD,"Indian Reserve",21,Northern Manitoba,opaskwayak-cree-nation-21b,,,,278,"StatCan 98-10-0002",33.4,"no verified coordinates"
"MB-UNP-amaranth","Amaranth",COMMUNITY,"Local Urban District",08,Central Plains,amaranth,50.59556,-98.73833,CGN,,"",33.4,"no grounded population"
"MB-UNP-bird-river","Bird River",COMMUNITY,"Unincorporated Community",01,Eastman,bird-river,50.41278,-95.67944,CGN,,"",33.4,"no grounded population"
"MB-UNP-brown","Brown",COMMUNITY,"Unincorporated Community",03,Pembina Valley,brown,49.04444,-98.17833,CGN,,"",33.4,"no grounded population"
"MB-UNP-chillon","Chillon",COMMUNITY,"Unincorporated Community",16,Parkland,chillon,50.57639,-101.22083,CGN,,"",33.4,"no grounded population"
"MB-UNP-fallison","Fallison",COMMUNITY,"Unincorporated Community",04,Pembina Valley,fallison,49.03694,-98.86556,CGN,,"",33.4,"no grounded population"
"MB-UNP-glenn","Glenn",COMMUNITY,"Unincorporated Community",01,Eastman,glenn,49.63056,-95.52889,CGN,,"",33.4,"no grounded population"
"MB-UNP-laurier","Laurier",COMMUNITY,"Local Urban District",17,Parkland,laurier,50.88972,-99.56028,CGN,,"",33.4,"no grounded population"
"MB-UNP-little-black-river","Little Black River",COMMUNITY,"Community",19,Northern Manitoba,little-black-river,50.82917,-96.31944,CGN,,"",33.4,"no grounded population"
"MB-UNP-little-ridge","Little Ridge",COMMUNITY,"Unincorporated Community",08,Central Plains,little-ridge,50.54472,-98.69194,CGN,,"",33.4,"no grounded population"
"MB-UNP-marius","Marius",COMMUNITY,"Unincorporated Community",08,Central Plains,marius,50.55000,-98.64722,CGN,,"",33.4,"no grounded population"
"MB-UNP-mears","Mears",COMMUNITY,"Unincorporated Community",16,Parkland,mears,50.81028,-100.75750,CGN,,"",33.4,"no grounded population"
"MB-UNP-o-hanly","O'Hanly",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,o-hanly,50.82917,-96.31944,CGN,,"",33.4,"no grounded population"
"MB-UNP-pierson","Pierson",COMMUNITY,"Local Urban District",05,Westman,pierson,49.18000,-101.26250,CGN,,"",33.4,"no grounded population"
"MB-UNP-purves","Purves",COMMUNITY,"Community",04,Pembina Valley,purves,49.12528,-98.73250,CGN,,"",33.4,"no grounded population"
"MB-UNP-sandy-bay","Sandy Bay",COMMUNITY,"Community",08,Central Plains,sandy-bay,50.55000,-98.64722,CGN,,"",33.4,"no grounded population"
"MB-UNP-sharpewood","Sharpewood",COMMUNITY,"Unincorporated Community",18,Interlake,sharpewood,50.89056,-97.82139,CGN,,"",33.4,"no grounded population"
"MB-UNP-angusville","Angusville",COMMUNITY,"Local Urban District",16,Parkland,angusville,50.73556,-101.02056,CGN,,"",33.3,"no grounded population"
"MB-UNP-decimal","Decimal",COMMUNITY,"Unincorporated Community",01,Eastman,decimal,49.88389,-95.41750,CGN,,"",33.3,"no grounded population"
"MB-UNP-eight-foot-falls","Eight Foot Falls",COMMUNITY,"Unincorporated Community",01,Eastman,eight-foot-falls,50.28639,-95.53000,CGN,,"",33.3,"no grounded population"
"MB-UNP-glen-elmo","Glen Elmo",COMMUNITY,"Unincorporated Community",16,Parkland,glen-elmo,50.80000,-100.83194,CGN,,"",33.3,"no grounded population"
"MB-UNP-ledwyn","Ledwyn",COMMUNITY,"Unincorporated Community",18,Interlake,ledwyn,50.99333,-97.13361,CGN,,"",33.3,"no grounded population"
"MB-UNP-lily-bay","Lily Bay",COMMUNITY,"Unincorporated Community",18,Interlake,lily-bay,50.76944,-98.22694,CGN,,"",33.3,"no grounded population"
"MB-UNP-lundar-beach","Lundar Beach",COMMUNITY,"Unincorporated Community",18,Interlake,lundar-beach,50.73000,-98.28361,CGN,,"",33.3,"no grounded population"
"MB-UNP-lyleton","Lyleton",COMMUNITY,"Local Urban District",05,Westman,lyleton,49.05778,-101.17778,CGN,,"",33.3,"no grounded population"
"MB-UNP-moodie","Moodie",COMMUNITY,"Unincorporated Community",01,Eastman,moodie,49.14833,-95.88806,CGN,,"",33.3,"no grounded population"
"MB-UNP-morweena","Morweena",COMMUNITY,"Community",18,Interlake,morweena,50.99500,-97.40889,CGN,,"",33.3,"no grounded population"
"MB-UNP-pointe-du-bois","Pointe du Bois",COMMUNITY,"Community",01,Eastman,pointe-du-bois,50.30083,-95.55139,CGN,,"",33.3,"no grounded population"
"MB-UNP-victor","Victor",COMMUNITY,"Unincorporated Community",16,Parkland,victor,50.45639,-101.42528,CGN,,"",33.3,"no grounded population"
"MB-UNP-zbaraz","Zbaraz",COMMUNITY,"Unincorporated Community",18,Interlake,zbaraz,50.99444,-97.48556,CGN,,"",33.3,"no grounded population"
"MB-4623040","O-Pipon-Na-Piwin Cree Nation 1",CSD,"Indian Reserve",23,Northern Manitoba,o-pipon-na-piwin-cree-nation-1,,,,257,"StatCan 98-10-0002",33.2,"no verified coordinates"
"MB-UNP-big-whiteshell-lake","Big Whiteshell Lake",COMMUNITY,"Unincorporated Community",01,Eastman,big-whiteshell-lake,50.08528,-95.37333,CGN,,"",33.2,"no grounded population"
"MB-UNP-birdinia","Birdinia",COMMUNITY,"Unincorporated Community",17,Parkland,birdinia,50.84556,-99.06556,CGN,,"",33.2,"no grounded population"
"MB-UNP-broad-valley","Broad Valley",COMMUNITY,"Community",18,Interlake,broad-valley,50.98556,-97.65111,CGN,,"",33.2,"no grounded population"
"MB-UNP-eriksdale","Eriksdale",COMMUNITY,"Community",18,Interlake,eriksdale,50.86278,-98.10111,CGN,,"",33.2,"no grounded population"
"MB-UNP-harcus","Harcus",COMMUNITY,"Unincorporated Community",08,Central Plains,harcus,50.71806,-98.83250,CGN,,"",33.2,"no grounded population"
"MB-UNP-kergwenan","Kergwenan",COMMUNITY,"Unincorporated Community",17,Parkland,kergwenan,50.94778,-99.52889,CGN,,"",33.2,"no grounded population"
"MB-UNP-makinak","Makinak",COMMUNITY,"Local Urban District",17,Parkland,makinak,50.98278,-99.66472,CGN,,"",33.2,"no grounded population"
"MB-UNP-telford","Telford",COMMUNITY,"Unincorporated Community",01,Eastman,telford,49.84028,-95.38556,CGN,,"",33.2,"no grounded population"
"MB-UNP-vidir","Vidir",COMMUNITY,"Unincorporated Community",18,Interlake,vidir,51.01528,-97.29556,CGN,,"",33.2,"no grounded population"
"MB-4621033","Opaskwayak Cree Nation 21A",CSD,"Indian Reserve",21,Northern Manitoba,opaskwayak-cree-nation-21a,,,,243,"StatCan 98-10-0002",33.1,"no verified coordinates"
"MB-UNP-gambler","Gambler",COMMUNITY,"Community",16,Parkland,gambler,50.59500,-101.38333,CGN,,"",33.1,"no grounded population"
"MB-UNP-haute","Haute",COMMUNITY,"Unincorporated Community",01,Eastman,haute,49.61722,-95.37306,CGN,,"",33.1,"no grounded population"
"MB-UNP-kaleida","Kaleida",COMMUNITY,"Community",04,Pembina Valley,kaleida,49.12889,-98.46778,CGN,,"",33.1,"no grounded population"
"MB-UNP-leifur","Leifur",COMMUNITY,"Unincorporated Community",18,Interlake,leifur,50.74306,-98.76444,CGN,,"",33.1,"no grounded population"
"MB-UNP-okno","Okno",COMMUNITY,"Unincorporated Community",18,Interlake,okno,51.05333,-97.20250,CGN,,"",33.1,"no grounded population"
"MB-UNP-ruthenia","Ruthenia",COMMUNITY,"Unincorporated Community",16,Parkland,ruthenia,50.84583,-100.91694,CGN,,"",33.1,"no grounded population"
"MB-UNP-silver-ridge","Silver Ridge",COMMUNITY,"Unincorporated Community",18,Interlake,silver-ridge,50.80167,-98.86833,CGN,,"",33.1,"no grounded population"
"MB-UNP-snowflake","Snowflake",COMMUNITY,"Community",04,Pembina Valley,snowflake,49.04750,-98.65917,CGN,,"",33.1,"no grounded population"
"MB-UNP-sylvan","Sylvan",COMMUNITY,"Unincorporated Community",18,Interlake,sylvan,51.06806,-97.39000,CGN,,"",33.1,"no grounded population"
"MB-UNP-the-corners","The Corners",COMMUNITY,"Community",16,Parkland,the-corners,50.59389,-101.38694,CGN,,"",33.1,"no grounded population"
"MB-UNP-vassar","Vassar",COMMUNITY,"Community",01,Eastman,vassar,49.09778,-95.83139,CGN,,"",33.1,"no grounded population"
"MB-4618091","Division No. 18, Unorganized, East Part",CSD,"Unorganized",18,Interlake,division-no-18-unorganized-east-part,,,,229,"StatCan 98-10-0002",33,"no verified coordinates"
"MB-UNP-bernic-lake","Bernic Lake",COMMUNITY,"Unincorporated Community",01,Eastman,bernic-lake,50.42917,-95.45250,CGN,,"",33,"no grounded population"
"MB-UNP-bluff-creek","Bluff Creek",COMMUNITY,"Unincorporated Community",18,Interlake,bluff-creek,50.81667,-98.83389,CGN,,"",33,"no grounded population"
"MB-UNP-falcon-beach","Falcon Beach",COMMUNITY,"Unincorporated Community",01,Eastman,falcon-beach,49.68639,-95.32611,CGN,,"",33,"no grounded population"
"MB-UNP-falcon-lake","Falcon Lake",COMMUNITY,"Community",01,Eastman,falcon-lake,49.68639,-95.32611,CGN,,"",33,"no grounded population"
"MB-UNP-johnson","Johnson",COMMUNITY,"Unincorporated Community",16,Parkland,johnson,50.64778,-101.33167,CGN,,"",33,"no grounded population"
"MB-UNP-keld","Keld",COMMUNITY,"Unincorporated Community",17,Parkland,keld,51.03722,-100.24917,CGN,,"",33,"no grounded population"
"MB-UNP-ophir","Ophir",COMMUNITY,"Unincorporated Community",01,Eastman,ophir,49.87083,-95.25750,CGN,,"",33,"no grounded population"
"MB-UNP-portia","Portia",COMMUNITY,"Unincorporated Community",17,Parkland,portia,50.90389,-99.10056,CGN,,"",33,"no grounded population"
"MB-UNP-rosenburg","Rosenburg",COMMUNITY,"Unincorporated Community",18,Interlake,rosenburg,51.09694,-97.20222,CGN,,"",33,"no grounded population"
"MB-UNP-shorncliffe","Shorncliffe",COMMUNITY,"Community",18,Interlake,shorncliffe,51.08278,-97.12667,CGN,,"",33,"no grounded population"
"MB-UNP-silverton","Silverton",COMMUNITY,"Community",16,Parkland,silverton,50.76694,-101.15917,CGN,,"",33,"no grounded population"
"MB-UNP-ste-amelie","Ste. Amélie",COMMUNITY,"Community",17,Parkland,ste-amelie,50.98444,-99.38278,CGN,,"",33,"no grounded population"
"MB-UNP-wampum","Wampum",COMMUNITY,"Unincorporated Community",01,Eastman,wampum,49.04444,-95.83278,CGN,,"",33,"no grounded population"
"MB-UNP-windygates","Windygates",COMMUNITY,"Unincorporated Community",04,Pembina Valley,windygates,49.00056,-98.36472,CGN,,"",33,"no grounded population"
"MB-UNP-caddy-lake","Caddy Lake",COMMUNITY,"Unincorporated Community",01,Eastman,caddy-lake,49.81667,-95.22583,CGN,,"",32.9,"no grounded population"
"MB-UNP-faloma","Faloma",COMMUNITY,"Unincorporated Community",01,Eastman,faloma,49.71056,-95.24944,CGN,,"",32.9,"no grounded population"
"MB-UNP-fisher-branch","Fisher Branch",COMMUNITY,"Local Urban District",18,Interlake,fisher-branch,51.08306,-97.62000,CGN,,"",32.9,"no grounded population"
"MB-UNP-kilkenny","Kilkenny",COMMUNITY,"Unincorporated Community",18,Interlake,kilkenny,51.03861,-97.78889,CGN,,"",32.9,"no grounded population"
"MB-UNP-ochre-river","Ochre River",COMMUNITY,"Local Urban District",17,Parkland,ochre-river,51.06222,-99.78000,CGN,,"",32.9,"no grounded population"
