Location_ID,Location_Name,Type,Region,Pop_2021,Unified_Score,Tier,Bucket,Reason,Fix_Note
ON-1367,Springfield,Locality,Central Ontario,212,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1368,Stonecliffe,Locality,Central Ontario,118,40.9,,DEFERRED_GATE,"unified score 40.9 < 50 — below publish threshold, noindex",
ON-1369,Tasmania,Locality,Central Ontario,54,40.9,,DEFERRED_GATE,"unified score 40.9 < 50 — below publish threshold, noindex",
ON-1370,Tyrone,Locality,Kitchener-Waterloo,110,40.2,,DEFERRED_GATE,"unified score 40.2 < 50 — below publish threshold, noindex",
ON-1371,Agincourt South,Locality,Grey-Bruce-Simcoe,200,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1372,Algonquin East,Locality,Central Ontario,94,40.2,,DEFERRED_GATE,"unified score 40.2 < 50 — below publish threshold, noindex",
ON-1373,Antrim,Locality,Eastern Ontario,79,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1374,Banning,Locality,Grey-Bruce-Simcoe,62,40.8,,DEFERRED_GATE,"unified score 40.8 < 50 — below publish threshold, noindex",
ON-1375,Bark Lake,Locality,Grey-Bruce-Simcoe,82,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1376,Barney,Locality,Southwestern Ontario,272,42.9,,DEFERRED_GATE,"unified score 42.9 < 50 — below publish threshold, noindex",
ON-1377,Barr Settlement,Locality,Hamilton-Niagara,146,40.9,,DEFERRED_GATE,"unified score 40.9 < 50 — below publish threshold, noindex",
ON-1378,Beulah,Locality,Grey-Bruce-Simcoe,62,40.2,,DEFERRED_GATE,"unified score 40.2 < 50 — below publish threshold, noindex",
ON-1379,Blairton,Locality,Eastern Ontario,198,40,,DEFERRED_GATE,"unified score 40 < 50 — below publish threshold, noindex",
ON-1380,Bolingbroke,Locality,Grey-Bruce-Simcoe,260,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1381,Burridge,Locality,Southwestern Ontario,110,40.2,,DEFERRED_GATE,"unified score 40.2 < 50 — below publish threshold, noindex",
ON-1382,Cadmus,Locality,Southwestern Ontario,131,40.1,,DEFERRED_GATE,"unified score 40.1 < 50 — below publish threshold, noindex",
ON-1383,Camden East,Locality,Grey-Bruce-Simcoe,360,42.8,,DEFERRED_GATE,"unified score 42.8 < 50 — below publish threshold, noindex",
ON-1384,Camilla,Locality,Southwestern Ontario,351,42.4,,DEFERRED_GATE,"unified score 42.4 < 50 — below publish threshold, noindex",
ON-1385,Centralia,Locality,Southwestern Ontario,412,42.2,,DEFERRED_GATE,"unified score 42.2 < 50 — below publish threshold, noindex",
ON-1386,Charing Cross,Locality,Eastern Ontario,197,40.1,,DEFERRED_GATE,"unified score 40.1 < 50 — below publish threshold, noindex",
ON-1387,Chipman,Locality,Southwestern Ontario,453,42.7,,DEFERRED_GATE,"unified score 42.7 < 50 — below publish threshold, noindex",
ON-1388,Churchill,Locality,Grey-Bruce-Simcoe,162,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1389,Collins,Locality,Eastern Ontario,98,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1390,Cummings,Locality,Central Ontario,34,40.6,,DEFERRED_GATE,"unified score 40.6 < 50 — below publish threshold, noindex",
ON-1391,Day Mills,Locality,Southwestern Ontario,291,42.7,,DEFERRED_GATE,"unified score 42.7 < 50 — below publish threshold, noindex",
ON-1392,Drury,Locality,Eastern Ontario,79,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1393,Egerton,Locality,Southwestern Ontario,230,42.2,,DEFERRED_GATE,"unified score 42.2 < 50 — below publish threshold, noindex",
ON-1394,Flinton,Locality,Southwestern Ontario,351,42.8,,DEFERRED_GATE,"unified score 42.8 < 50 — below publish threshold, noindex",
ON-1395,Forbes,Locality,Eastern Ontario,219,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1396,Fordyce,Locality,Southwestern Ontario,271,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1397,Gads Hill,Locality,Eastern Ontario,159,40.7,,DEFERRED_GATE,"unified score 40.7 < 50 — below publish threshold, noindex",
ON-1398,Gildale,Locality,Grey-Bruce-Simcoe,241,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1399,Goreway,Locality,Southwestern Ontario,151,40.6,,DEFERRED_GATE,"unified score 40.6 < 50 — below publish threshold, noindex",
ON-1400,Guinea,Locality,Southwestern Ontario,470,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1401,Joyceville,Locality,Grey-Bruce-Simcoe,240,42.9,,DEFERRED_GATE,"unified score 42.9 < 50 — below publish threshold, noindex",
ON-1402,Kexby,Locality,Central Ontario,54,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1403,Lakeside,Locality,Southwestern Ontario,211,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1404,Landsdowne,Locality,Grey-Bruce-Simcoe,80,40.7,,DEFERRED_GATE,"unified score 40.7 < 50 — below publish threshold, noindex",
ON-1405,Lemonville,Locality,Eastern Ontario,218,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1406,Markstay,Locality,Grey-Bruce-Simcoe,266,43,,DEFERRED_GATE,"unified score 43 < 50 — below publish threshold, noindex",
ON-1407,Marlbank,Locality,Grey-Bruce-Simcoe,85,40.3,,DEFERRED_GATE,"unified score 40.3 < 50 — below publish threshold, noindex",
ON-1408,Maynard,Locality,Southwestern Ontario,375,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1409,Morgan,Locality,Southwestern Ontario,315,42.8,,DEFERRED_GATE,"unified score 42.8 < 50 — below publish threshold, noindex",
ON-1410,Norham,Locality,Southwestern Ontario,257,42,,DEFERRED_GATE,"unified score 42 < 50 — below publish threshold, noindex",
ON-1411,Oxford Mills,Locality,Grey-Bruce-Simcoe,147,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1412,Oxford Station,Locality,Eastern Ontario,164,40,,DEFERRED_GATE,"unified score 40 < 50 — below publish threshold, noindex",
ON-1413,Parma,Locality,Eastern Ontario,203,42.8,,DEFERRED_GATE,"unified score 42.8 < 50 — below publish threshold, noindex",
ON-1414,Peabody,Locality,Eastern Ontario,202,42.9,,DEFERRED_GATE,"unified score 42.9 < 50 — below publish threshold, noindex",
ON-1415,Perm,Locality,Southwestern Ontario,177,40.8,,DEFERRED_GATE,"unified score 40.8 < 50 — below publish threshold, noindex",
ON-1416,Plevna,Locality,Southwestern Ontario,376,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1417,Point Abino,Locality,Central Ontario,20,40.2,,DEFERRED_GATE,"unified score 40.2 < 50 — below publish threshold, noindex",
ON-1418,Black River-Matheson,Township,Northern Ontario,2572,47.1,,DEFERRED_GATE,"unified score 47.1 < 50 — below publish threshold, noindex",
ON-1419,Cochrane,Town,Northern Ontario,5390,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-1420,Greenstone,Municipality,Northern Ontario,4309,48.6,,DEFERRED_GATE,"unified score 48.6 < 50 — below publish threshold, noindex",
ON-1421,Hearst,Town,Northern Ontario,4794,45.1,,DEFERRED_GATE,"unified score 45.1 < 50 — below publish threshold, noindex",
ON-1422,Huron Shores,Municipality,Northern Ontario,1860,48.7,,DEFERRED_GATE,"unified score 48.7 < 50 — below publish threshold, noindex",
ON-1423,Ignace,Township,Northern Ontario,1206,46.9,,DEFERRED_GATE,"unified score 46.9 < 50 — below publish threshold, noindex",
ON-1424,Manitouwadge,Township,Northern Ontario,1974,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-1425,McDougall,Municipality,Northern Ontario,2744,48.3,,DEFERRED_GATE,"unified score 48.3 < 50 — below publish threshold, noindex",
ON-1426,McMurrich/Monteith,Township,Northern Ontario,907,45.7,,DEFERRED_GATE,"unified score 45.7 < 50 — below publish threshold, noindex",
ON-1427,Newbury,Village,Southwestern Ontario,440,46,,DEFERRED_GATE,"unified score 46 < 50 — below publish threshold, noindex",
ON-1428,Oliver Paipoonge,Municipality,Northern Ontario,6035,52,C,BUILT_NEEDS_REVIEW,,
ON-1429,Rainy River,Town,Northern Ontario,752,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1430,Sables-Spanish Rivers,Township,Northern Ontario,3237,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-1431,Schreiber,Township,Northern Ontario,1039,47.2,,DEFERRED_GATE,"unified score 47.2 < 50 — below publish threshold, noindex",
ON-1432,Smooth Rock Falls,Town,Northern Ontario,1200,45.3,,DEFERRED_GATE,"unified score 45.3 < 50 — below publish threshold, noindex",
ON-1433,Munsee-Delaware Nation,First Nations Reserve,Southwestern Ontario,400,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1434,Wahta Mohawks,First Nations Reserve,Central Ontario,300,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1435,Algonquins of Barriere Lake,First Nations Reserve,Ottawa-Eastern,500,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1436,Village,Locality,Ottawa-Eastern,31,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1437,Bennie,Locality,Windsor-Essex,615,41.5,,DEFERRED_GATE,"unified score 41.5 < 50 — below publish threshold, noindex",
ON-1438,Candasville,Locality,Central Ontario,120,40,,DEFERRED_GATE,"unified score 40 < 50 — below publish threshold, noindex",
ON-1439,Cape Croker,Locality,Southwestern Ontario,330,41.1,,DEFERRED_GATE,"unified score 41.1 < 50 — below publish threshold, noindex",
ON-1440,Carlton Place,Locality,Hamilton-Niagara,119,39.7,,DEFERRED_GATE,"unified score 39.7 < 50 — below publish threshold, noindex",
ON-1441,Chantler,Locality,Greater Toronto Area,34,39.8,,DEFERRED_GATE,"unified score 39.8 < 50 — below publish threshold, noindex",
ON-1442,Donnybrook,Locality,Windsor-Essex,241,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1443,Falkenburg,Locality,Ottawa-Eastern,53,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1444,Griffith,Locality,Hamilton-Niagara,75,39.3,,DEFERRED_GATE,"unified score 39.3 < 50 — below publish threshold, noindex",
ON-1445,Harlowe,Locality,Southwestern Ontario,208,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1446,Hymers,Locality,Southwestern Ontario,288,41.5,,DEFERRED_GATE,"unified score 41.5 < 50 — below publish threshold, noindex",
ON-1447,Station,Locality,Grey-Bruce-Simcoe,109,39.5,,DEFERRED_GATE,"unified score 39.5 < 50 — below publish threshold, noindex",
ON-1448,Marbleton,Locality,Eastern Ontario,106,39.4,,DEFERRED_GATE,"unified score 39.4 < 50 — below publish threshold, noindex",
ON-1449,Morton,Locality,Central Ontario,62,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-1450,Oneida,Locality,Eastern Ontario,287,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1451,Owen,Locality,Windsor-Essex,625,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1452,Rostock,Locality,Windsor-Essex,791,41.1,,DEFERRED_GATE,"unified score 41.1 < 50 — below publish threshold, noindex",
ON-1453,Rydal Bank,Locality,Grey-Bruce-Simcoe,371,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1454,Marie,Locality,Windsor-Essex,509,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1455,Sebright,Locality,Eastern Ontario,272,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1456,Tiny Township,Locality,Grey-Bruce-Simcoe,202,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1457,Varna,Locality,Grey-Bruce-Simcoe,76,39.7,,DEFERRED_GATE,"unified score 39.7 < 50 — below publish threshold, noindex",
ON-1458,Wanstead,Locality,Grey-Bruce-Simcoe,135,39,,DEFERRED_GATE,"unified score 39 < 50 — below publish threshold, noindex",
ON-1459,Warminster,Locality,Southwestern Ontario,388,41.1,,DEFERRED_GATE,"unified score 41.1 < 50 — below publish threshold, noindex",
ON-1460,Warnock,Locality,Southwestern Ontario,143,39.3,,DEFERRED_GATE,"unified score 39.3 < 50 — below publish threshold, noindex",
ON-1461,Wasaga,Locality,Central Ontario,62,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-1462,Waterford,Locality,Eastern Ontario,169,39.4,,DEFERRED_GATE,"unified score 39.4 < 50 — below publish threshold, noindex",
ON-1463,West Montrose,Locality,Grey-Bruce-Simcoe,188,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1464,Woodville,Locality,Kitchener-Waterloo,116,39.6,,DEFERRED_GATE,"unified score 39.6 < 50 — below publish threshold, noindex",
ON-1465,Aldgate,Locality,Eastern Ontario,177,39.3,,DEFERRED_GATE,"unified score 39.3 < 50 — below publish threshold, noindex",
ON-1466,Boulter,Locality,Eastern Ontario,117,39.6,,DEFERRED_GATE,"unified score 39.6 < 50 — below publish threshold, noindex",
ON-1467,Bray,Locality,Hamilton-Niagara,86,39.2,,DEFERRED_GATE,"unified score 39.2 < 50 — below publish threshold, noindex",
ON-1468,Brucedale,Locality,Central Ontario,36,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1469,Buttonville,Locality,Central Ontario,35,39.7,,DEFERRED_GATE,"unified score 39.7 < 50 — below publish threshold, noindex",
ON-1470,Cahore,Locality,Southwestern Ontario,212,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1471,Caledonia East,Locality,Grey-Bruce-Simcoe,102,40,,DEFERRED_GATE,"unified score 40 < 50 — below publish threshold, noindex",
ON-1472,Cargill,Locality,Ottawa-Eastern,29,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-1473,Charlton,Locality,Grey-Bruce-Simcoe,242,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1474,Cherokee,Locality,Eastern Ontario,78,39,,DEFERRED_GATE,"unified score 39 < 50 — below publish threshold, noindex",
ON-1475,Craig,Locality,Hamilton-Niagara,107,39.8,,DEFERRED_GATE,"unified score 39.8 < 50 — below publish threshold, noindex",
ON-1476,Dixon,Locality,Central Ontario,34,39.5,,DEFERRED_GATE,"unified score 39.5 < 50 — below publish threshold, noindex",
ON-1477,Fallbrook,Locality,Southwestern Ontario,151,39.2,,DEFERRED_GATE,"unified score 39.2 < 50 — below publish threshold, noindex",
ON-1478,Galetta,Locality,Hamilton-Niagara,106,39.6,,DEFERRED_GATE,"unified score 39.6 < 50 — below publish threshold, noindex",
ON-1479,Georgetown South,Locality,Eastern Ontario,97,39.2,,DEFERRED_GATE,"unified score 39.2 < 50 — below publish threshold, noindex",
ON-1480,Gresham,Locality,Grey-Bruce-Simcoe,201,41.3,,DEFERRED_GATE,"unified score 41.3 < 50 — below publish threshold, noindex",
ON-1481,Guelph South,Locality,Grey-Bruce-Simcoe,122,39.2,,DEFERRED_GATE,"unified score 39.2 < 50 — below publish threshold, noindex",
ON-1482,Highland Grove,Locality,Southwestern Ontario,232,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1483,Hurdville,Locality,Grey-Bruce-Simcoe,180,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1484,Jarrat,Locality,Southwestern Ontario,32,39.6,,DEFERRED_GATE,"unified score 39.6 < 50 — below publish threshold, noindex",
ON-1485,Kemps,Locality,Eastern Ontario,158,39.7,,DEFERRED_GATE,"unified score 39.7 < 50 — below publish threshold, noindex",
ON-1486,Korah,Locality,Central Ontario,54,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-1487,Lakeport,Locality,Grey-Bruce-Simcoe,21,39.8,,DEFERRED_GATE,"unified score 39.8 < 50 — below publish threshold, noindex",
ON-1488,Latimer,Locality,Ottawa-Eastern,49,39.4,,DEFERRED_GATE,"unified score 39.4 < 50 — below publish threshold, noindex",
ON-1489,Maryhill,Locality,Eastern Ontario,163,39.4,,DEFERRED_GATE,"unified score 39.4 < 50 — below publish threshold, noindex",
ON-1490,Maxwell,Locality,Southwestern Ontario,217,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1491,McCools Corner,Locality,Central Ontario,100,39.5,,DEFERRED_GATE,"unified score 39.5 < 50 — below publish threshold, noindex",
ON-1492,McGivney,Locality,Southwestern Ontario,256,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1493,Nelson,Locality,Southwestern Ontario,258,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1494,Ophir,Locality,Greater Toronto Area,73,39.9,,DEFERRED_GATE,"unified score 39.9 < 50 — below publish threshold, noindex",
ON-1495,Port Albert,Locality,Grey-Bruce-Simcoe,145,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-1496,ArchipelagoThe Archipelago,Township,Northern Ontario,979,44.8,,DEFERRED_GATE,"unified score 44.8 < 50 — below publish threshold, noindex",
ON-1497,Bruce Mines,Town,Northern Ontario,582,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1498,East Ferris,Municipality,Northern Ontario,4946,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-1499,Emo,Township,Northern Ontario,1204,46.3,,DEFERRED_GATE,"unified score 46.3 < 50 — below publish threshold, noindex",
ON-1500,Gore Bay,Town,Northern Ontario,808,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1501,Laird,Township,Northern Ontario,1121,46.6,,DEFERRED_GATE,"unified score 46.6 < 50 — below publish threshold, noindex",
ON-1502,Moonbeam,Township,Northern Ontario,1157,46.4,,DEFERRED_GATE,"unified score 46.4 < 50 — below publish threshold, noindex",
ON-1503,Red Lake,Municipality,Northern Ontario,4094,47.4,,DEFERRED_GATE,"unified score 47.4 < 50 — below publish threshold, noindex",
ON-1504,Shuniah,Municipality,Northern Ontario,3247,48,,DEFERRED_GATE,"unified score 48 < 50 — below publish threshold, noindex",
ON-1505,Spanish,Town,Northern Ontario,670,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1506,Thessalon,Town,Northern Ontario,1260,44.5,,DEFERRED_GATE,"unified score 44.5 < 50 — below publish threshold, noindex",
ON-1507,Sagamok Anishnawbek,First Nations Reserve,Northern Ontario,1200,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
